wavelength_A,flux,error,model,mission,instrument,plate,mjd,fiberid,specobjid,run2d,programname,data_release
3990.2498,0.013006211,0.44450733,0.014546096,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
3991.1677,-0.10390125,0.43166807,0.015318424,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
3992.088,-0.35903147,0.4295486,0.042901494,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
3993.0063,-0.28864157,0.42898387,0.047675006,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
3993.925,-0.26672584,0.41618392,0.04617626,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
3994.846,-0.15486996,0.40306434,0.036146343,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
3995.765,-0.0029437304,0.40121573,0.06291165,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
3996.6863,-0.24205993,0.41300967,0.101004735,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
3997.6057,-0.12381702,0.41303277,0.09764793,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
3998.5276,-0.57936746,0.41933742,0.059610687,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
3999.4475,-0.33047828,0.43629363,0.08164611,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
4000.3674,0.288207,0.4339116,0.08293666,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
4001.29,0.32722884,0.44534925,0.08824457,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
4002.2104,-0.5026676,0.42293304,0.10199206,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
4003.1333,-0.33449835,0.4139075,0.096959695,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
4004.0544,0.11610135,0.4276187,0.060220655,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
4004.9775,0.10965227,0.42348695,0.03656304,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
4005.899,0.6695255,0.4415847,0.021911751,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
4006.8206,1.1277297,0.4418463,0.037108675,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
4007.7446,-0.1958298,0.42589548,0.06483995,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
4008.6665,-0.10469271,0.43367404,0.07587802,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
4009.5908,-0.25426075,0.4393462,0.07499869,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
4010.5132,-0.02643993,0.43367708,0.10579264,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
4011.438,0.094275914,0.4309251,0.11668996,SDSS-SDSS,SDSS,527,52342,323,593438075762272256,26,binning 1   1,DR18
